chain_symbol,expiration_date,strike_price,option_type,side,order_created_at,direction,order_quantity,order_type,opening_strategy,closing_strategy,price,processed_quantity
SPY,2020-10-09,351.0000,call,sell,2020-10-06T16:31:38.470333Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,352.0000,call,buy,2020-10-06T16:31:38.470333Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,329.0000,put,buy,2020-10-06T16:31:30.151382Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,330.0000,put,sell,2020-10-06T16:31:30.151382Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,351.0000,call,sell,2020-10-06T16:31:30.151382Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,352.0000,call,buy,2020-10-06T16:31:30.151382Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,329.0000,put,buy,2020-10-06T16:31:03.234120Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,330.0000,put,sell,2020-10-06T16:31:03.234120Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,351.0000,call,sell,2020-10-06T16:31:03.234120Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,352.0000,call,buy,2020-10-06T16:31:03.234120Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,352.0000,call,buy,2020-10-06T16:30:48.684008Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,329.0000,put,buy,2020-10-06T16:30:48.684008Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,330.0000,put,sell,2020-10-06T16:30:48.684008Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,351.0000,call,sell,2020-10-06T16:30:48.684008Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,351.0000,call,sell,2020-10-06T16:30:36.418397Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,329.0000,put,buy,2020-10-06T16:30:36.418397Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,330.0000,put,sell,2020-10-06T16:30:36.418397Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,352.0000,call,buy,2020-10-06T16:30:36.418397Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,329.0000,put,buy,2020-10-06T16:29:30.564819Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,330.0000,put,sell,2020-10-06T16:29:30.564819Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,351.0000,call,sell,2020-10-06T16:29:30.564819Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,352.0000,call,buy,2020-10-06T16:29:30.564819Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,352.0000,call,buy,2020-10-06T16:29:13.792571Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,351.0000,call,sell,2020-10-06T16:29:13.792571Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,330.0000,put,sell,2020-10-06T16:29:13.792571Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,329.0000,put,buy,2020-10-06T16:29:13.792571Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,352.0000,call,buy,2020-10-06T16:29:07.687092Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,351.0000,call,sell,2020-10-06T16:29:07.687092Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,330.0000,put,sell,2020-10-06T16:29:07.687092Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,329.0000,put,buy,2020-10-06T16:29:07.687092Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,352.0000,call,buy,2020-10-06T16:28:52.255586Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,351.0000,call,sell,2020-10-06T16:28:52.255586Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,330.0000,put,sell,2020-10-06T16:28:52.255586Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,329.0000,put,buy,2020-10-06T16:28:52.255586Z,credit,1.00000,limit,iron_condor,,0.12000000,1.00000
SPY,2020-10-09,352.0000,call,buy,2020-10-06T16:28:35.789239Z,credit,1.00000,limit,iron_condor,,0.11000000,1.00000
SPY,2020-10-09,351.0000,call,sell,2020-10-06T16:28:35.789239Z,credit,1.00000,limit,iron_condor,,0.11000000,1.00000
SPY,2020-10-09,330.0000,put,sell,2020-10-06T16:28:35.789239Z,credit,1.00000,limit,iron_condor,,0.11000000,1.00000
SPY,2020-10-09,329.0000,put,buy,2020-10-06T16:28:35.789239Z,credit,1.00000,limit,iron_condor,,0.11000000,1.00000
AAPL,2020-10-09,125.0000,call,sell,2020-10-05T19:30:18.592766Z,credit,1.00000,limit,short_call,,0.06000000,1.00000
AAPL,2020-10-09,120.0000,call,buy,2020-10-05T19:13:31.659243Z,debit,1.00000,limit,,short_call,0.56000000,1.00000
SPY,2020-10-05,342.0000,call,buy,2020-10-05T14:51:11.738356Z,debit,1.00000,limit,,iron_condor,0.05000000,1.00000
SPY,2020-10-05,324.0000,put,sell,2020-10-05T14:51:11.738356Z,debit,1.00000,limit,,iron_condor,0.05000000,1.00000
SPY,2020-10-05,325.0000,put,buy,2020-10-05T14:51:11.738356Z,debit,1.00000,limit,,iron_condor,0.05000000,1.00000
SPY,2020-10-05,343.0000,call,sell,2020-10-05T14:51:11.738356Z,debit,1.00000,limit,,iron_condor,0.05000000,1.00000
SPY,2020-10-05,342.0000,call,buy,2020-10-05T14:51:00.807817Z,debit,1.00000,limit,,iron_condor,0.05000000,1.00000
SPY,2020-10-05,324.0000,put,sell,2020-10-05T14:51:00.807817Z,debit,1.00000,limit,,iron_condor,0.05000000,1.00000
SPY,2020-10-05,325.0000,put,buy,2020-10-05T14:51:00.807817Z,debit,1.00000,limit,,iron_condor,0.05000000,1.00000
SPY,2020-10-05,343.0000,call,sell,2020-10-05T14:51:00.807817Z,debit,1.00000,limit,,iron_condor,0.05000000,1.00000
JD,2020-10-09,79.0000,call,sell,2020-10-05T13:44:54.006200Z,credit,1.00000,limit,short_call,,0.75000000,1.00000
HYLN,2020-10-09,43.0000,call,sell,2020-10-05T13:34:52.934089Z,credit,1.00000,limit,short_call,,3.30000000,1.00000
SPY,2020-10-05,325.0000,put,buy,2020-10-05T13:33:21.358492Z,debit,1.00000,limit,,iron_condor,0.15000000,1.00000
SPY,2020-10-05,324.0000,put,sell,2020-10-05T13:33:21.358492Z,debit,1.00000,limit,,iron_condor,0.15000000,1.00000
SPY,2020-10-05,341.0000,call,sell,2020-10-05T13:33:21.358492Z,debit,1.00000,limit,,iron_condor,0.15000000,1.00000
SPY,2020-10-05,340.0000,call,buy,2020-10-05T13:33:21.358492Z,debit,1.00000,limit,,iron_condor,0.15000000,1.00000
SPY,2020-10-05,325.0000,put,buy,2020-10-05T13:33:07.453599Z,debit,1.00000,limit,,iron_condor,0.14000000,1.00000
SPY,2020-10-05,324.0000,put,sell,2020-10-05T13:33:07.453599Z,debit,1.00000,limit,,iron_condor,0.14000000,1.00000
SPY,2020-10-05,341.0000,call,sell,2020-10-05T13:33:07.453599Z,debit,1.00000,limit,,iron_condor,0.14000000,1.00000
SPY,2020-10-05,340.0000,call,buy,2020-10-05T13:33:07.453599Z,debit,1.00000,limit,,iron_condor,0.14000000,1.00000
SPY,2020-10-05,325.0000,put,buy,2020-10-05T13:32:31.366801Z,debit,1.00000,limit,,iron_condor,0.15000000,1.00000
SPY,2020-10-05,324.0000,put,sell,2020-10-05T13:32:31.366801Z,debit,1.00000,limit,,iron_condor,0.15000000,1.00000
SPY,2020-10-05,341.0000,call,sell,2020-10-05T13:32:31.366801Z,debit,1.00000,limit,,iron_condor,0.15000000,1.00000
SPY,2020-10-05,340.0000,call,buy,2020-10-05T13:32:31.366801Z,debit,1.00000,limit,,iron_condor,0.15000000,1.00000
SPY,2020-10-05,340.0000,call,buy,2020-10-05T13:32:12.994253Z,debit,1.00000,limit,,iron_condor,0.15000000,1.00000
SPY,2020-10-05,341.0000,call,sell,2020-10-05T13:32:12.994253Z,debit,1.00000,limit,,iron_condor,0.15000000,1.00000
SPY,2020-10-05,324.0000,put,sell,2020-10-05T13:32:12.994253Z,debit,1.00000,limit,,iron_condor,0.15000000,1.00000
SPY,2020-10-05,325.0000,put,buy,2020-10-05T13:32:12.994253Z,debit,1.00000,limit,,iron_condor,0.15000000,1.00000
SPY,2020-10-05,340.0000,call,buy,2020-10-05T13:31:07.540507Z,debit,1.00000,limit,,iron_condor,0.13000000,1.00000
SPY,2020-10-05,341.0000,call,sell,2020-10-05T13:31:07.540507Z,debit,1.00000,limit,,iron_condor,0.13000000,1.00000
SPY,2020-10-05,324.0000,put,sell,2020-10-05T13:31:07.540507Z,debit,1.00000,limit,,iron_condor,0.13000000,1.00000
SPY,2020-10-05,325.0000,put,buy,2020-10-05T13:31:07.540507Z,debit,1.00000,limit,,iron_condor,0.13000000,1.00000
SPY,2020-10-05,340.0000,call,buy,2020-10-05T13:30:32.718901Z,debit,1.00000,limit,,iron_condor,0.11000000,1.00000
SPY,2020-10-05,341.0000,call,sell,2020-10-05T13:30:32.718901Z,debit,1.00000,limit,,iron_condor,0.11000000,1.00000
SPY,2020-10-05,324.0000,put,sell,2020-10-05T13:30:32.718901Z,debit,1.00000,limit,,iron_condor,0.11000000,1.00000
SPY,2020-10-05,325.0000,put,buy,2020-10-05T13:30:32.718901Z,debit,1.00000,limit,,iron_condor,0.11000000,1.00000
SPY,2020-10-05,340.0000,call,buy,2020-10-05T13:30:22.573638Z,debit,1.00000,limit,,iron_condor,0.12000000,1.00000
SPY,2020-10-05,341.0000,call,sell,2020-10-05T13:30:22.573638Z,debit,1.00000,limit,,iron_condor,0.12000000,1.00000
SPY,2020-10-05,324.0000,put,sell,2020-10-05T13:30:22.573638Z,debit,1.00000,limit,,iron_condor,0.12000000,1.00000
SPY,2020-10-05,325.0000,put,buy,2020-10-05T13:30:22.573638Z,debit,1.00000,limit,,iron_condor,0.12000000,1.00000
SPY,2020-10-05,342.0000,call,sell,2020-10-02T16:48:57.050449Z,credit,1.00000,limit,iron_condor,,0.17000000,1.00000
SPY,2020-10-05,343.0000,call,buy,2020-10-02T16:48:57.050449Z,credit,1.00000,limit,iron_condor,,0.17000000,1.00000
SPY,2020-10-05,325.0000,put,sell,2020-10-02T16:48:57.050449Z,credit,1.00000,limit,iron_condor,,0.17000000,1.00000
SPY,2020-10-05,324.0000,put,buy,2020-10-02T16:48:57.050449Z,credit,1.00000,limit,iron_condor,,0.17000000,1.00000
SPY,2020-10-05,324.0000,put,buy,2020-10-02T16:44:26.596751Z,credit,1.00000,limit,iron_condor,,0.18000000,1.00000
SPY,2020-10-05,325.0000,put,sell,2020-10-02T16:44:26.596751Z,credit,1.00000,limit,iron_condor,,0.18000000,1.00000
SPY,2020-10-05,343.0000,call,buy,2020-10-02T16:44:26.596751Z,credit,1.00000,limit,iron_condor,,0.18000000,1.00000
SPY,2020-10-05,342.0000,call,sell,2020-10-02T16:44:26.596751Z,credit,1.00000,limit,iron_condor,,0.18000000,1.00000
SPY,2020-10-05,325.0000,put,sell,2020-10-02T16:32:04.860264Z,credit,1.00000,limit,iron_condor,,0.28000000,1.00000
SPY,2020-10-05,324.0000,put,buy,2020-10-02T16:32:04.860264Z,credit,1.00000,limit,iron_condor,,0.28000000,1.00000
SPY,2020-10-05,341.0000,call,buy,2020-10-02T16:32:04.860264Z,credit,1.00000,limit,iron_condor,,0.28000000,1.00000
SPY,2020-10-05,340.0000,call,sell,2020-10-02T16:32:04.860264Z,credit,1.00000,limit,iron_condor,,0.28000000,1.00000
SPY,2020-10-05,325.0000,put,sell,2020-10-02T16:31:51.131482Z,credit,1.00000,limit,iron_condor,,0.27000000,1.00000
SPY,2020-10-05,324.0000,put,buy,2020-10-02T16:31:51.131482Z,credit,1.00000,limit,iron_condor,,0.27000000,1.00000
SPY,2020-10-05,341.0000,call,buy,2020-10-02T16:31:51.131482Z,credit,1.00000,limit,iron_condor,,0.27000000,1.00000
SPY,2020-10-05,340.0000,call,sell,2020-10-02T16:31:51.131482Z,credit,1.00000,limit,iron_condor,,0.27000000,1.00000
SPY,2020-10-05,325.0000,put,sell,2020-10-02T16:31:44.632437Z,credit,1.00000,limit,iron_condor,,0.28000000,1.00000
SPY,2020-10-05,324.0000,put,buy,2020-10-02T16:31:44.632437Z,credit,1.00000,limit,iron_condor,,0.28000000,1.00000
SPY,2020-10-05,341.0000,call,buy,2020-10-02T16:31:44.632437Z,credit,1.00000,limit,iron_condor,,0.28000000,1.00000
SPY,2020-10-05,340.0000,call,sell,2020-10-02T16:31:44.632437Z,credit,1.00000,limit,iron_condor,,0.28000000,1.00000
SPY,2020-10-05,325.0000,put,sell,2020-10-02T16:31:37.831295Z,credit,1.00000,limit,iron_condor,,0.28000000,1.00000
SPY,2020-10-05,324.0000,put,buy,2020-10-02T16:31:37.831295Z,credit,1.00000,limit,iron_condor,,0.28000000,1.00000
SPY,2020-10-05,341.0000,call,buy,2020-10-02T16:31:37.831295Z,credit,1.00000,limit,iron_condor,,0.28000000,1.00000
SPY,2020-10-05,340.0000,call,sell,2020-10-02T16:31:37.831295Z,credit,1.00000,limit,iron_condor,,0.28000000,1.00000
SPY,2020-10-05,325.0000,put,sell,2020-10-02T16:31:30.681508Z,credit,1.00000,limit,iron_condor,,0.27000000,1.00000
SPY,2020-10-05,324.0000,put,buy,2020-10-02T16:31:30.681508Z,credit,1.00000,limit,iron_condor,,0.27000000,1.00000
SPY,2020-10-05,341.0000,call,buy,2020-10-02T16:31:30.681508Z,credit,1.00000,limit,iron_condor,,0.27000000,1.00000
SPY,2020-10-05,340.0000,call,sell,2020-10-02T16:31:30.681508Z,credit,1.00000,limit,iron_condor,,0.27000000,1.00000
SPY,2020-10-05,325.0000,put,sell,2020-10-02T16:31:15.739238Z,credit,1.00000,limit,iron_condor,,0.27000000,1.00000
SPY,2020-10-05,324.0000,put,buy,2020-10-02T16:31:15.739238Z,credit,1.00000,limit,iron_condor,,0.27000000,1.00000
SPY,2020-10-05,341.0000,call,buy,2020-10-02T16:31:15.739238Z,credit,1.00000,limit,iron_condor,,0.27000000,1.00000
SPY,2020-10-05,340.0000,call,sell,2020-10-02T16:31:15.739238Z,credit,1.00000,limit,iron_condor,,0.27000000,1.00000
SPY,2020-10-05,325.0000,put,sell,2020-10-02T16:30:46.247041Z,credit,1.00000,limit,iron_condor,,0.28000000,1.00000
SPY,2020-10-05,324.0000,put,buy,2020-10-02T16:30:46.247041Z,credit,1.00000,limit,iron_condor,,0.28000000,1.00000
SPY,2020-10-05,341.0000,call,buy,2020-10-02T16:30:46.247041Z,credit,1.00000,limit,iron_condor,,0.28000000,1.00000
SPY,2020-10-05,340.0000,call,sell,2020-10-02T16:30:46.247041Z,credit,1.00000,limit,iron_condor,,0.28000000,1.00000
WKHS,2020-10-09,27.0000,call,sell,2020-10-02T16:08:01.173836Z,credit,4.00000,limit,short_call,,0.65000000,4.00000
WKHS,2020-10-02,27.0000,call,buy,2020-10-02T16:07:28.575908Z,debit,4.00000,limit,,short_call,0.05000000,4.00000
AAPL,2020-10-09,120.0000,call,sell,2020-10-02T15:12:21.272362Z,credit,1.00000,limit,short_call,,0.85000000,1.00000
AAPL,2020-10-02,113.7500,call,buy,2020-10-02T15:06:15.709786Z,debit,1.00000,limit,,short_call,1.44000000,1.00000
JD,2020-10-02,79.0000,call,sell,2020-09-30T15:23:37.888245Z,credit,1.00000,limit,short_call,,0.88000000,1.00000
NVDA,2021-03-19,680.0000,call,sell,2020-09-30T15:16:15.736743Z,credit,1.00000,limit,,long_call,33.90000000,1.00000
AAPL,2021-03-19,130.0000,call,sell,2020-09-30T15:15:57.565440Z,credit,1.00000,limit,,long_call,7.65000000,1.00000
PLUG,2020-10-02,13.0000,call,sell,2020-09-30T14:23:48.684241Z,credit,1.00000,limit,short_call,,0.34000000,1.00000
NIO,2020-10-09,23.0000,call,sell,2020-09-30T14:20:14.351822Z,credit,1.00000,limit,short_call,,1.66000000,1.00000
NIO,2020-10-02,19.0000,put,buy,2020-09-30T14:19:22.731971Z,debit,1.00000,limit,,short_put,0.08000000,1.00000
NIO,2020-10-02,19.0000,put,sell,2020-09-29T15:56:33.695230Z,credit,1.00000,limit,short_put,,0.35000000,1.00000
WKHS,2020-10-02,27.0000,call,sell,2020-09-29T15:30:55.882330Z,credit,4.00000,limit,short_call,,1.15000000,4.00000
AMD,2020-10-02,78.5000,put,buy,2020-09-29T15:28:28.996584Z,debit,1.00000,limit,,short_put,0.71000000,1.00000
AMD,2020-10-02,78.5000,put,sell,2020-09-28T13:33:46.217544Z,credit,1.00000,limit,short_put,,1.95000000,1.00000
XLF,2020-09-25,23.5000,put,sell,2020-09-25T15:42:44.407884Z,credit,1.00000,limit,,long_put,0.23000000,1.00000
XLF,2020-09-25,24.0000,put,buy,2020-09-25T15:39:52.098593Z,debit,1.00000,limit,,short_put,0.73000000,1.00000
XLF,2020-09-25,26.0000,call,buy,2020-09-25T15:34:25.724913Z,debit,1.00000,limit,,short_call,0.01000000,1.00000
NIO,2020-10-02,19.0000,call,sell,2020-09-25T15:00:50.709350Z,credit,2.00000,limit,short_call,,0.53000000,2.00000
AAPL,2020-10-02,113.7500,call,sell,2020-09-25T15:00:10.490990Z,credit,1.00000,limit,short_call,,1.57000000,1.00000
AAPL,2020-09-25,115.0000,call,buy,2020-09-25T14:35:26.525820Z,debit,1.00000,limit,,short_call,0.02000000,1.00000
NIO,2020-09-25,20.0000,call,buy,2020-09-25T14:35:16.932065Z,debit,2.00000,limit,,short_call,0.02000000,2.00000
JPM,2020-09-25,95.0000,put,sell,2020-09-24T13:50:59.040099Z,debit,1.00000,limit,,short_put_spread,0.40000000,1.00000
JPM,2020-09-25,95.5000,put,buy,2020-09-24T13:50:59.040099Z,debit,1.00000,limit,,short_put_spread,0.40000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T19:00:50.647861Z,debit,1.00000,limit,,iron_condor,0.23000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T19:00:50.647861Z,debit,1.00000,limit,,iron_condor,0.23000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T19:00:50.647861Z,debit,1.00000,limit,,iron_condor,0.23000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T19:00:50.647861Z,debit,1.00000,limit,,iron_condor,0.23000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T19:00:29.316323Z,debit,1.00000,limit,,iron_condor,0.24000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T19:00:29.316323Z,debit,1.00000,limit,,iron_condor,0.24000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T19:00:29.316323Z,debit,1.00000,limit,,iron_condor,0.24000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T19:00:29.316323Z,debit,1.00000,limit,,iron_condor,0.24000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T19:00:13.293304Z,debit,1.00000,limit,,iron_condor,0.28000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T19:00:13.293304Z,debit,1.00000,limit,,iron_condor,0.28000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T19:00:13.293304Z,debit,1.00000,limit,,iron_condor,0.28000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T19:00:13.293304Z,debit,1.00000,limit,,iron_condor,0.28000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T18:59:51.198830Z,debit,1.00000,limit,,iron_condor,0.26000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T18:59:51.198830Z,debit,1.00000,limit,,iron_condor,0.26000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T18:59:51.198830Z,debit,1.00000,limit,,iron_condor,0.26000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:59:51.198830Z,debit,1.00000,limit,,iron_condor,0.26000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T18:58:58.899865Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T18:58:58.899865Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T18:58:58.899865Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:58:58.899865Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T18:58:47.597197Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T18:58:47.597197Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T18:58:47.597197Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:58:47.597197Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:58:37.085480Z,debit,1.00000,limit,,iron_condor,0.27000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T18:58:37.085480Z,debit,1.00000,limit,,iron_condor,0.27000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T18:58:37.085480Z,debit,1.00000,limit,,iron_condor,0.27000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T18:58:37.085480Z,debit,1.00000,limit,,iron_condor,0.27000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:58:14.059168Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T18:58:14.059168Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T18:58:14.059168Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T18:58:14.059168Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:57:57.086814Z,debit,1.00000,limit,,iron_condor,0.28000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T18:57:57.086814Z,debit,1.00000,limit,,iron_condor,0.28000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T18:57:57.086814Z,debit,1.00000,limit,,iron_condor,0.28000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T18:57:57.086814Z,debit,1.00000,limit,,iron_condor,0.28000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:57:17.039934Z,debit,1.00000,limit,,iron_condor,0.26000000,1.00000
